,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,soil_color_encode,Crop_encode
2664,120,60,135,6.0,1000,25,0,11
2665,125,60,135,6.0,1000,25,0,11
2666,130,60,135,6.0,1000,25,0,11
2667,135,60,135,6.0,1000,25,0,11
2668,140,60,135,6.0,1000,25,0,11
2669,145,60,135,6.0,1000,25,0,11
2670,150,60,135,6.0,1000,25,0,11
2671,120,65,140,6.5,900,30,0,11
2672,125,65,140,6.5,900,30,0,11
2673,130,65,140,6.5,900,30,0,11
2674,135,65,140,6.5,900,30,0,11
2675,140,65,140,6.5,900,30,0,11
2676,145,65,140,6.5,900,30,0,11
2677,150,65,140,6.5,900,30,0,11
2678,120,70,145,7.0,1000,35,0,11
2679,125,70,145,7.0,1000,35,0,11
2680,130,70,145,7.0,1000,35,0,11
2681,135,70,145,7.0,1000,35,0,11
2682,140,70,145,7.0,1000,35,0,11
2683,145,70,145,7.0,1000,35,0,11
2684,150,70,145,7.0,1000,35,0,11
2685,120,75,150,6.0,900,20,0,11
2686,125,75,150,6.0,900,20,0,11
2687,130,75,150,6.0,900,20,0,11
2688,135,75,150,6.0,900,20,0,11
2689,140,75,150,6.0,900,20,0,11
2690,145,75,150,6.0,900,20,0,11
2691,150,75,150,6.0,900,20,0,11
2692,120,80,120,6.5,1000,25,0,11
2693,125,80,120,6.5,1000,25,0,11
2694,130,80,120,6.5,1000,25,0,11
2695,135,80,120,6.5,1000,25,0,11
2696,140,80,120,6.5,1000,25,0,11
2697,145,80,120,6.5,1000,25,0,11
2698,150,80,120,6.5,1000,25,0,11
2699,120,85,125,7.0,900,30,0,11
2700,125,85,125,7.0,900,30,0,11
2701,130,85,125,7.0,900,30,0,11
2702,135,85,125,7.0,900,30,0,11
2703,140,85,125,7.0,900,30,0,11
2704,145,85,125,7.0,900,30,0,11
2705,150,85,125,7.0,900,30,0,11
2706,120,90,130,6.0,1000,35,0,11
2707,125,90,130,6.0,1000,35,0,11
2708,130,90,130,6.0,1000,35,0,11
2709,135,90,130,6.0,1000,35,0,11
2710,140,90,130,6.0,1000,35,0,11
2711,145,90,130,6.0,1000,35,0,11
2712,150,90,130,6.0,1000,35,0,11
2713,120,60,140,6.5,900,20,0,11
2714,125,60,140,6.5,900,20,0,11
2715,130,60,140,6.5,900,20,0,11
2716,135,60,140,6.5,900,20,0,11
2717,140,60,140,6.5,900,20,0,11
2718,145,60,140,6.5,900,20,0,11
2719,150,60,140,6.5,900,20,0,11
2720,120,65,145,7.0,1000,25,0,11
2721,125,65,145,7.0,1000,25,0,11
2722,130,65,145,7.0,1000,25,0,11
2723,135,65,145,7.0,1000,25,0,11
2724,140,65,145,7.0,1000,25,0,11
2725,145,65,145,7.0,1000,25,0,11
2726,150,65,145,7.0,1000,25,0,11
2727,120,70,150,6.0,900,30,0,11
2728,125,70,150,6.0,900,30,0,11
2729,130,70,150,6.0,900,30,0,11
2730,135,70,150,6.0,900,30,0,11
2731,140,70,150,6.0,900,30,0,11
2732,145,70,150,6.0,900,30,0,11
2733,150,70,150,6.0,900,30,0,11
2734,120,75,120,6.5,1000,35,0,11
2735,125,75,120,6.5,1000,35,0,11
2736,130,75,120,6.5,1000,35,0,11
2737,135,75,120,6.5,1000,35,0,11
2738,140,75,120,6.5,1000,35,0,11
2739,145,75,120,6.5,1000,35,0,11
2740,150,75,120,6.5,1000,35,0,11
2741,120,80,125,7.0,900,20,0,11
2742,125,80,125,7.0,900,20,0,11
2743,130,80,125,7.0,900,20,0,11
2744,135,80,125,7.0,900,20,0,11
2745,140,80,125,7.0,900,20,0,11
2746,145,80,125,7.0,900,20,0,11
2747,150,80,125,7.0,900,20,0,11
2748,120,85,130,6.0,1000,25,0,11
2749,125,85,130,6.0,1000,25,0,11
2750,130,85,130,6.0,1000,25,0,11
2751,135,85,130,6.0,1000,25,0,11
2752,140,85,130,6.0,1000,25,0,11
2753,145,85,130,6.0,1000,25,0,11
2754,150,85,130,6.0,1000,25,0,11
2755,120,90,135,6.5,900,30,0,11
2756,125,90,135,6.5,900,30,0,11
2757,130,90,135,6.5,900,30,0,11
2758,135,90,135,6.5,900,30,0,11
2759,140,90,135,6.5,900,30,0,11
2760,145,90,135,6.5,900,30,0,11
2761,150,90,135,6.5,900,30,0,11
2762,120,60,145,7.0,1000,35,0,11
2763,125,60,145,7.0,1000,35,0,11
2764,130,60,145,7.0,1000,35,0,11
2765,135,60,145,7.0,1000,35,0,11
2766,140,60,145,7.0,1000,35,0,11
2767,145,60,145,7.0,1000,35,0,11
2768,150,60,145,7.0,1000,35,0,11
2769,120,65,150,6.0,900,20,0,11
2770,125,65,150,6.0,900,20,0,11
2771,130,65,150,6.0,900,20,0,11
2772,135,65,150,6.0,900,20,0,11
2773,140,65,150,6.0,900,20,0,11
2774,145,65,150,6.0,900,20,0,11
2775,150,65,150,6.0,900,20,0,11
2776,120,70,120,6.5,1000,25,0,11
2777,125,70,120,6.5,1000,25,0,11
2778,130,70,120,6.5,1000,25,0,11
2779,135,70,120,6.5,1000,25,0,11
2780,140,70,120,6.5,1000,25,0,11
2781,145,70,120,6.5,1000,25,0,11
2782,150,70,120,6.5,1000,25,0,11
2783,120,75,125,7.0,900,30,0,11
2784,125,75,125,7.0,900,30,0,11
2785,130,75,125,7.0,900,30,0,11
2786,135,75,125,7.0,900,30,0,11
2787,140,75,125,7.0,900,30,0,11
2788,145,75,125,7.0,900,30,0,11
2789,150,75,125,7.0,900,30,0,11
2790,120,80,130,6.0,1000,35,0,11
2791,125,80,130,6.0,1000,35,0,11
2792,130,80,130,6.0,1000,35,0,11
2793,135,80,130,6.0,1000,35,0,11
2794,140,80,130,6.0,1000,35,0,11
2795,145,80,130,6.0,1000,35,0,11
2796,150,80,130,6.0,1000,35,0,11
2797,120,85,135,6.5,900,20,0,11
2798,125,85,135,6.5,900,20,0,11
2799,130,85,135,6.5,900,20,0,11
2800,135,85,135,6.5,900,20,0,11
2801,140,85,135,6.5,900,20,0,11
2802,145,85,135,6.5,900,20,0,11
2803,150,85,135,6.5,900,20,0,11
2804,120,90,140,7.0,1000,25,0,11
2805,125,90,140,7.0,1000,25,0,11
2806,130,90,140,7.0,1000,25,0,11
2807,135,90,140,7.0,1000,25,0,11
2808,140,90,140,7.0,1000,25,0,11
2809,145,90,140,7.0,1000,25,0,11
2810,150,90,140,7.0,1000,25,0,11
2811,120,60,150,6.0,900,30,0,11
2812,125,60,150,6.0,900,30,0,11
2813,130,60,150,6.0,900,30,0,11
2814,135,60,150,6.0,900,30,0,11
2815,140,60,150,6.0,900,30,0,11
2816,145,60,150,6.0,900,30,0,11
2817,150,60,150,6.0,900,30,0,11
2818,120,65,120,6.5,1000,35,0,11
2819,125,65,120,6.5,1000,35,0,11
2820,130,65,120,6.5,1000,35,0,11
2821,135,65,120,6.5,1000,35,0,11
2822,140,65,120,6.5,1000,35,0,11
2823,145,65,120,6.5,1000,35,0,11
2824,150,65,120,6.5,1000,35,0,11
2825,120,70,125,7.0,900,20,0,11
2826,125,70,125,7.0,900,20,0,11
2827,130,70,125,7.0,900,20,0,11
2828,135,70,125,7.0,900,20,0,11
2829,140,70,125,7.0,900,20,0,11
2830,145,70,125,7.0,900,20,0,11
2831,150,70,125,7.0,900,20,0,11
2832,120,75,130,6.0,1000,25,0,11
2833,125,75,130,6.0,1000,25,0,11
2834,130,75,130,6.0,1000,25,0,11
2835,135,75,130,6.0,1000,25,0,11
2836,140,75,130,6.0,1000,25,0,11
2837,145,75,130,6.0,1000,25,0,11
2838,150,75,130,6.0,1000,25,0,11
2839,120,80,135,6.5,900,30,0,11
2840,125,80,135,6.5,900,30,0,11
2841,130,80,135,6.5,900,30,0,11
2842,135,80,135,6.5,900,30,0,11
2843,140,80,135,6.5,900,30,0,11
2844,145,80,135,6.5,900,30,0,11
2845,150,80,135,6.5,900,30,0,11
2846,120,85,140,7.0,1000,35,0,11
2847,125,85,140,7.0,1000,35,0,11
2848,130,85,140,7.0,1000,35,0,11
2849,135,85,140,7.0,1000,35,0,11
2850,140,85,140,7.0,1000,35,0,11
2851,145,85,140,7.0,1000,35,0,11
2852,150,85,140,7.0,1000,35,0,11
2853,120,90,145,6.0,900,20,0,11
2854,125,90,145,6.0,900,20,0,11
2855,130,90,145,6.0,900,20,0,11
2856,135,90,145,6.0,900,20,0,11
2857,140,90,145,6.0,900,20,0,11
2858,145,90,145,6.0,900,20,0,11
2859,150,90,145,6.0,900,20,0,11
2860,40,40,60,5.5,900,20,0,1
2861,45,40,60,5.5,900,20,0,1
2862,50,40,60,5.5,900,20,0,1
2863,55,40,60,5.5,900,20,0,1
2864,60,40,60,5.5,900,20,0,1
2865,40,45,65,6.0,1000,25,0,1
2866,45,45,65,6.0,1000,25,0,1
2867,50,45,65,6.0,1000,25,0,1
2868,55,45,65,6.0,1000,25,0,1
2869,60,45,65,6.0,1000,25,0,1
2870,40,50,70,6.5,900,30,0,1
2871,45,50,70,6.5,900,30,0,1
2872,50,50,70,6.5,900,30,0,1
2873,55,50,70,6.5,900,30,0,1
2874,60,50,70,6.5,900,30,0,1
2875,40,55,75,5.5,1000,35,0,1
2876,45,55,75,5.5,1000,35,0,1
2877,50,55,75,5.5,1000,35,0,1
2878,55,55,75,5.5,1000,35,0,1
2879,60,55,75,5.5,1000,35,0,1
2880,40,60,80,6.0,900,20,0,1
2881,45,60,80,6.0,900,20,0,1
2882,50,60,80,6.0,900,20,0,1
2883,55,60,80,6.0,900,20,0,1
2884,60,60,80,6.0,900,20,0,1
2885,40,40,65,6.5,1000,25,0,1
2886,45,40,65,6.5,1000,25,0,1
2887,50,40,65,6.5,1000,25,0,1
2888,55,40,65,6.5,1000,25,0,1
2889,60,40,65,6.5,1000,25,0,1
2890,40,45,70,5.5,900,30,0,1
2891,45,45,70,5.5,900,30,0,1
2892,50,45,70,5.5,900,30,0,1
2893,55,45,70,5.5,900,30,0,1
2894,60,45,70,5.5,900,30,0,1
2895,40,50,75,6.0,1000,35,0,1
2896,45,50,75,6.0,1000,35,0,1
2897,50,50,75,6.0,1000,35,0,1
2898,55,50,75,6.0,1000,35,0,1
2899,60,50,75,6.0,1000,35,0,1
2900,40,55,80,6.5,900,20,0,1
2901,45,55,80,6.5,900,20,0,1
2902,50,55,80,6.5,900,20,0,1
2903,55,55,80,6.5,900,20,0,1
2904,60,55,80,6.5,900,20,0,1
2905,40,60,60,5.5,1000,25,0,1
2906,45,60,60,5.5,1000,25,0,1
2907,50,60,60,5.5,1000,25,0,1
2908,55,60,60,5.5,1000,25,0,1
2909,60,60,60,5.5,1000,25,0,1
2910,40,40,70,6.0,900,30,0,1
2911,45,40,70,6.0,900,30,0,1
2912,50,40,70,6.0,900,30,0,1
2913,55,40,70,6.0,900,30,0,1
2914,60,40,70,6.0,900,30,0,1
2915,40,45,75,6.5,1000,35,0,1
2916,45,45,75,6.5,1000,35,0,1
2917,50,45,75,6.5,1000,35,0,1
2918,55,45,75,6.5,1000,35,0,1
2919,60,45,75,6.5,1000,35,0,1
2920,40,50,80,5.5,900,20,0,1
2921,45,50,80,5.5,900,20,0,1
2922,50,50,80,5.5,900,20,0,1
2923,55,50,80,5.5,900,20,0,1
2924,60,50,80,5.5,900,20,0,1
2925,40,55,60,6.0,1000,25,0,1
2926,45,55,60,6.0,1000,25,0,1
2927,50,55,60,6.0,1000,25,0,1
2928,55,55,60,6.0,1000,25,0,1
2929,60,55,60,6.0,1000,25,0,1
2930,40,60,65,6.5,900,30,0,1
2931,45,60,65,6.5,900,30,0,1
2932,50,60,65,6.5,900,30,0,1
2933,55,60,65,6.5,900,30,0,1
2934,60,60,65,6.5,900,30,0,1
2935,40,40,75,5.5,1000,35,0,1
2936,45,40,75,5.5,1000,35,0,1
2937,50,40,75,5.5,1000,35,0,1
2938,55,40,75,5.5,1000,35,0,1
2939,60,40,75,5.5,1000,35,0,1
2940,40,45,80,6.0,900,20,0,1
2941,45,45,80,6.0,900,20,0,1
2942,50,45,80,6.0,900,20,0,1
2943,55,45,80,6.0,900,20,0,1
2944,60,45,80,6.0,900,20,0,1
2945,40,50,60,6.5,1000,25,0,1
2946,45,50,60,6.5,1000,25,0,1
2947,50,50,60,6.5,1000,25,0,1
2948,55,50,60,6.5,1000,25,0,1
2949,60,50,60,6.5,1000,25,0,1
2950,40,55,65,5.5,900,30,0,1
2951,45,55,65,5.5,900,30,0,1
2952,50,55,65,5.5,900,30,0,1
2953,55,55,65,5.5,900,30,0,1
2954,60,55,65,5.5,900,30,0,1
2955,40,60,70,6.0,1000,35,0,1
2956,45,60,70,6.0,1000,35,0,1
2957,50,60,70,6.0,1000,35,0,1
2958,55,60,70,6.0,1000,35,0,1
2959,60,60,70,6.0,1000,35,0,1
2960,40,40,80,6.5,900,20,0,1
2961,45,40,80,6.5,900,20,0,1
2962,50,40,80,6.5,900,20,0,1
2963,55,40,80,6.5,900,20,0,1
2964,60,40,80,6.5,900,20,0,1
2965,40,45,60,5.5,1000,25,0,1
2966,45,45,60,5.5,1000,25,0,1
2967,50,45,60,5.5,1000,25,0,1
2968,55,45,60,5.5,1000,25,0,1
2969,60,45,60,5.5,1000,25,0,1
2970,40,50,65,6.0,900,30,0,1
2971,45,50,65,6.0,900,30,0,1
2972,50,50,65,6.0,900,30,0,1
2973,55,50,65,6.0,900,30,0,1
2974,60,50,65,6.0,900,30,0,1
2975,40,55,70,6.5,1000,35,0,1
2976,45,55,70,6.5,1000,35,0,1
2977,50,55,70,6.5,1000,35,0,1
2978,55,55,70,6.5,1000,35,0,1
2979,60,55,70,6.5,1000,35,0,1
2980,40,60,75,5.5,900,20,0,1
2981,45,60,75,5.5,900,20,0,1
2982,50,60,75,5.5,900,20,0,1
2983,55,60,75,5.5,900,20,0,1
2984,60,60,75,5.5,900,20,0,1
2985,50,50,40,5.5,900,20,4,13
2986,55,50,40,5.5,900,20,4,13
2987,60,50,40,5.5,900,20,4,13
2988,50,55,45,6.0,1000,25,4,13
2989,55,55,45,6.0,1000,25,4,13
2990,60,55,45,6.0,1000,25,4,13
2991,50,60,50,6.5,900,30,4,13
2992,55,60,50,6.5,900,30,4,13
2993,60,60,50,6.5,900,30,4,13
2994,50,50,45,7.0,1000,20,4,13
2995,55,50,45,7.0,1000,20,4,13
2996,60,50,45,7.0,1000,20,4,13
2997,50,55,50,7.5,900,25,4,13
2998,55,55,50,7.5,900,25,4,13
2999,60,55,50,7.5,900,25,4,13
3000,50,60,40,5.5,1000,30,4,13
3001,55,60,40,5.5,1000,30,4,13
3002,60,60,40,5.5,1000,30,4,13
3003,50,50,50,6.0,900,20,4,13
3004,55,50,50,6.0,900,20,4,13
3005,60,50,50,6.0,900,20,4,13
3006,50,55,40,6.5,1000,25,4,13
3007,55,55,40,6.5,1000,25,4,13
3008,60,55,40,6.5,1000,25,4,13
3009,50,60,45,7.0,900,30,4,13
3010,55,60,45,7.0,900,30,4,13
3011,60,60,45,7.0,900,30,4,13
3012,60,40,40,6.0,500,15,0,15
3013,65,40,40,6.0,500,15,0,15
3014,70,40,40,6.0,500,15,0,15
3015,75,40,40,6.0,500,15,0,15
3016,80,40,40,6.0,500,15,0,15
3017,60,45,45,6.5,600,20,0,15
3018,65,45,45,6.5,600,20,0,15
3019,70,45,45,6.5,600,20,0,15
3020,75,45,45,6.5,600,20,0,15
3021,80,45,45,6.5,600,20,0,15
3022,60,50,50,7.0,700,25,0,15
3023,65,50,50,7.0,700,25,0,15
3024,70,50,50,7.0,700,25,0,15
3025,75,50,50,7.0,700,25,0,15
3026,80,50,50,7.0,700,25,0,15
3027,60,55,55,7.5,500,15,0,15
3028,65,55,55,7.5,500,15,0,15
3029,70,55,55,7.5,500,15,0,15
3030,75,55,55,7.5,500,15,0,15
3031,80,55,55,7.5,500,15,0,15
3032,60,60,60,6.0,600,20,0,15
3033,65,60,60,6.0,600,20,0,15
3034,70,60,60,6.0,600,20,0,15
3035,75,60,60,6.0,600,20,0,15
3036,80,60,60,6.0,600,20,0,15
3037,60,40,45,6.5,700,25,0,15
3038,65,40,45,6.5,700,25,0,15
3039,70,40,45,6.5,700,25,0,15
3040,75,40,45,6.5,700,25,0,15
3041,80,40,45,6.5,700,25,0,15
3042,60,45,50,7.0,500,15,0,15
3043,65,45,50,7.0,500,15,0,15
3044,70,45,50,7.0,500,15,0,15
3045,75,45,50,7.0,500,15,0,15
3046,80,45,50,7.0,500,15,0,15
3047,60,50,55,7.5,600,20,0,15
3048,65,50,55,7.5,600,20,0,15
3049,70,50,55,7.5,600,20,0,15
3050,75,50,55,7.5,600,20,0,15
3051,80,50,55,7.5,600,20,0,15
3052,60,55,60,6.0,700,25,0,15
3053,65,55,60,6.0,700,25,0,15
3054,70,55,60,6.0,700,25,0,15
3055,75,55,60,6.0,700,25,0,15
3056,80,55,60,6.0,700,25,0,15
3057,60,60,40,6.5,500,15,0,15
3058,65,60,40,6.5,500,15,0,15
3059,70,60,40,6.5,500,15,0,15
3060,75,60,40,6.5,500,15,0,15
3061,80,60,40,6.5,500,15,0,15
3062,60,40,50,7.0,600,20,0,15
3063,65,40,50,7.0,600,20,0,15
3064,70,40,50,7.0,600,20,0,15
3065,75,40,50,7.0,600,20,0,15
3066,80,40,50,7.0,600,20,0,15
3067,60,45,55,7.5,700,25,0,15
3068,65,45,55,7.5,700,25,0,15
3069,70,45,55,7.5,700,25,0,15
3070,75,45,55,7.5,700,25,0,15
3071,80,45,55,7.5,700,25,0,15
3072,60,50,60,6.0,500,15,0,15
3073,65,50,60,6.0,500,15,0,15
3074,70,50,60,6.0,500,15,0,15
3075,75,50,60,6.0,500,15,0,15
3076,80,50,60,6.0,500,15,0,15
3077,60,55,40,6.5,600,20,0,15
3078,65,55,40,6.5,600,20,0,15
3079,70,55,40,6.5,600,20,0,15
3080,75,55,40,6.5,600,20,0,15
3081,80,55,40,6.5,600,20,0,15
3082,60,60,45,7.0,700,25,0,15
3083,65,60,45,7.0,700,25,0,15
3084,70,60,45,7.0,700,25,0,15
3085,75,60,45,7.0,700,25,0,15
3086,80,60,45,7.0,700,25,0,15
3087,60,40,55,7.5,500,15,0,15
3088,65,40,55,7.5,500,15,0,15
3089,70,40,55,7.5,500,15,0,15
3090,75,40,55,7.5,500,15,0,15
3091,80,40,55,7.5,500,15,0,15
3092,60,45,60,6.0,600,20,0,15
3093,65,45,60,6.0,600,20,0,15
3094,70,45,60,6.0,600,20,0,15
3095,75,45,60,6.0,600,20,0,15
3096,80,45,60,6.0,600,20,0,15
3097,60,50,40,6.5,700,25,0,15
3098,65,50,40,6.5,700,25,0,15
3099,70,50,40,6.5,700,25,0,15
3100,75,50,40,6.5,700,25,0,15
3101,80,50,40,6.5,700,25,0,15
3102,60,55,45,7.0,500,15,0,15
3103,65,55,45,7.0,500,15,0,15
3104,70,55,45,7.0,500,15,0,15
3105,75,55,45,7.0,500,15,0,15
3106,80,55,45,7.0,500,15,0,15
3107,60,60,50,7.5,600,20,0,15
3108,65,60,50,7.5,600,20,0,15
3109,70,60,50,7.5,600,20,0,15
3110,75,60,50,7.5,600,20,0,15
3111,80,60,50,7.5,600,20,0,15
3112,60,40,60,6.0,700,25,0,15
3113,65,40,60,6.0,700,25,0,15
3114,70,40,60,6.0,700,25,0,15
3115,75,40,60,6.0,700,25,0,15
3116,80,40,60,6.0,700,25,0,15
3117,60,45,40,6.5,500,15,0,15
3118,65,45,40,6.5,500,15,0,15
3119,70,45,40,6.5,500,15,0,15
3120,75,45,40,6.5,500,15,0,15
3121,80,45,40,6.5,500,15,0,15
3122,60,50,45,7.0,600,20,0,15
3123,65,50,45,7.0,600,20,0,15
3124,70,50,45,7.0,600,20,0,15
3125,75,50,45,7.0,600,20,0,15
3126,80,50,45,7.0,600,20,0,15
3127,60,55,50,7.5,700,25,0,15
3128,65,55,50,7.5,700,25,0,15
3129,70,55,50,7.5,700,25,0,15
3130,75,55,50,7.5,700,25,0,15
3131,80,55,50,7.5,700,25,0,15
3132,60,60,55,6.0,500,15,0,15
3133,65,60,55,6.0,500,15,0,15
3134,70,60,55,6.0,500,15,0,15
3135,75,60,55,6.0,500,15,0,15
3136,80,60,55,6.0,500,15,0,15
3137,120,60,80,6.5,700,20,5,11
3138,125,60,80,6.5,700,20,5,11
3139,130,60,80,6.5,700,20,5,11
3140,135,60,80,6.5,700,20,5,11
3141,140,60,80,6.5,700,20,5,11
3142,145,60,80,6.5,700,20,5,11
3143,150,60,80,6.5,700,20,5,11
3144,120,65,85,7.0,800,25,5,11
3145,125,65,85,7.0,800,25,5,11
3146,130,65,85,7.0,800,25,5,11
3147,135,65,85,7.0,800,25,5,11
3148,140,65,85,7.0,800,25,5,11
3149,145,65,85,7.0,800,25,5,11
3150,150,65,85,7.0,800,25,5,11
3151,120,70,90,6.5,700,30,5,11
3152,125,70,90,6.5,700,30,5,11
3153,130,70,90,6.5,700,30,5,11
3154,135,70,90,6.5,700,30,5,11
3155,140,70,90,6.5,700,30,5,11
3156,145,70,90,6.5,700,30,5,11
3157,150,70,90,6.5,700,30,5,11
3158,120,75,95,7.0,800,20,5,11
3159,125,75,95,7.0,800,20,5,11
3160,130,75,95,7.0,800,20,5,11
3161,135,75,95,7.0,800,20,5,11
3162,140,75,95,7.0,800,20,5,11
3163,145,75,95,7.0,800,20,5,11
3164,150,75,95,7.0,800,20,5,11
3165,120,80,100,6.5,700,25,5,11
3166,125,80,100,6.5,700,25,5,11
3167,130,80,100,6.5,700,25,5,11
3168,135,80,100,6.5,700,25,5,11
3169,140,80,100,6.5,700,25,5,11
3170,145,80,100,6.5,700,25,5,11
3171,150,80,100,6.5,700,25,5,11
3172,120,60,85,7.0,800,30,5,11
3173,125,60,85,7.0,800,30,5,11
3174,130,60,85,7.0,800,30,5,11
3175,135,60,85,7.0,800,30,5,11
3176,140,60,85,7.0,800,30,5,11
3177,145,60,85,7.0,800,30,5,11
3178,150,60,85,7.0,800,30,5,11
3179,120,65,90,6.5,700,20,5,11
3180,125,65,90,6.5,700,20,5,11
3181,130,65,90,6.5,700,20,5,11
3182,135,65,90,6.5,700,20,5,11
3183,140,65,90,6.5,700,20,5,11
3184,145,65,90,6.5,700,20,5,11
3185,150,65,90,6.5,700,20,5,11
3186,120,70,95,7.0,800,25,5,11
3187,125,70,95,7.0,800,25,5,11
3188,130,70,95,7.0,800,25,5,11
3189,135,70,95,7.0,800,25,5,11
3190,140,70,95,7.0,800,25,5,11
3191,145,70,95,7.0,800,25,5,11
3192,150,70,95,7.0,800,25,5,11
3193,120,75,100,6.5,700,30,5,11
3194,125,75,100,6.5,700,30,5,11
3195,130,75,100,6.5,700,30,5,11
3196,135,75,100,6.5,700,30,5,11
3197,140,75,100,6.5,700,30,5,11
3198,145,75,100,6.5,700,30,5,11
3199,150,75,100,6.5,700,30,5,11
3200,120,80,80,7.0,800,20,5,11
3201,125,80,80,7.0,800,20,5,11
3202,130,80,80,7.0,800,20,5,11
3203,135,80,80,7.0,800,20,5,11
3204,140,80,80,7.0,800,20,5,11
3205,145,80,80,7.0,800,20,5,11
3206,150,80,80,7.0,800,20,5,11
3207,120,60,90,6.5,700,25,5,11
3208,125,60,90,6.5,700,25,5,11
3209,130,60,90,6.5,700,25,5,11
3210,135,60,90,6.5,700,25,5,11
3211,140,60,90,6.5,700,25,5,11
3212,145,60,90,6.5,700,25,5,11
3213,150,60,90,6.5,700,25,5,11
3214,120,65,95,7.0,800,30,5,11
3215,125,65,95,7.0,800,30,5,11
3216,130,65,95,7.0,800,30,5,11
3217,135,65,95,7.0,800,30,5,11
3218,140,65,95,7.0,800,30,5,11
3219,145,65,95,7.0,800,30,5,11
3220,150,65,95,7.0,800,30,5,11
3221,120,70,100,6.5,700,20,5,11
3222,125,70,100,6.5,700,20,5,11
3223,130,70,100,6.5,700,20,5,11
3224,135,70,100,6.5,700,20,5,11
3225,140,70,100,6.5,700,20,5,11
3226,145,70,100,6.5,700,20,5,11
3227,150,70,100,6.5,700,20,5,11
3228,120,75,80,7.0,800,25,5,11
3229,125,75,80,7.0,800,25,5,11
3230,130,75,80,7.0,800,25,5,11
3231,135,75,80,7.0,800,25,5,11
3232,140,75,80,7.0,800,25,5,11
3233,145,75,80,7.0,800,25,5,11
3234,150,75,80,7.0,800,25,5,11
3235,120,80,85,6.5,700,30,5,11
3236,125,80,85,6.5,700,30,5,11
3237,130,80,85,6.5,700,30,5,11
3238,135,80,85,6.5,700,30,5,11
3239,140,80,85,6.5,700,30,5,11
3240,145,80,85,6.5,700,30,5,11
3241,150,80,85,6.5,700,30,5,11
3242,120,60,95,7.0,800,20,5,11
3243,125,60,95,7.0,800,20,5,11
3244,130,60,95,7.0,800,20,5,11
3245,135,60,95,7.0,800,20,5,11
3246,140,60,95,7.0,800,20,5,11
3247,145,60,95,7.0,800,20,5,11
3248,150,60,95,7.0,800,20,5,11
3249,120,65,100,6.5,700,25,5,11
3250,125,65,100,6.5,700,25,5,11
3251,130,65,100,6.5,700,25,5,11
3252,135,65,100,6.5,700,25,5,11
3253,140,65,100,6.5,700,25,5,11
3254,145,65,100,6.5,700,25,5,11
3255,150,65,100,6.5,700,25,5,11
3256,120,70,80,7.0,800,30,5,11
3257,125,70,80,7.0,800,30,5,11
3258,130,70,80,7.0,800,30,5,11
3259,135,70,80,7.0,800,30,5,11
3260,140,70,80,7.0,800,30,5,11
3261,145,70,80,7.0,800,30,5,11
3262,150,70,80,7.0,800,30,5,11
3263,120,75,85,6.5,700,20,5,11
3264,125,75,85,6.5,700,20,5,11
3265,130,75,85,6.5,700,20,5,11
3266,135,75,85,6.5,700,20,5,11
3267,140,75,85,6.5,700,20,5,11
3268,145,75,85,6.5,700,20,5,11
3269,150,75,85,6.5,700,20,5,11
3270,120,80,90,7.0,800,25,5,11
3271,125,80,90,7.0,800,25,5,11
3272,130,80,90,7.0,800,25,5,11
3273,135,80,90,7.0,800,25,5,11
3274,140,80,90,7.0,800,25,5,11
3275,145,80,90,7.0,800,25,5,11
3276,150,80,90,7.0,800,25,5,11
3277,120,60,100,6.5,700,30,5,11
3278,125,60,100,6.5,700,30,5,11
3279,130,60,100,6.5,700,30,5,11
3280,135,60,100,6.5,700,30,5,11
3281,140,60,100,6.5,700,30,5,11
3282,145,60,100,6.5,700,30,5,11
3283,150,60,100,6.5,700,30,5,11
3284,120,65,80,7.0,800,20,5,11
3285,125,65,80,7.0,800,20,5,11
3286,130,65,80,7.0,800,20,5,11
3287,135,65,80,7.0,800,20,5,11
3288,140,65,80,7.0,800,20,5,11
3289,145,65,80,7.0,800,20,5,11
3290,150,65,80,7.0,800,20,5,11
3291,120,70,85,6.5,700,25,5,11
3292,125,70,85,6.5,700,25,5,11
3293,130,70,85,6.5,700,25,5,11
3294,135,70,85,6.5,700,25,5,11
3295,140,70,85,6.5,700,25,5,11
3296,145,70,85,6.5,700,25,5,11
3297,150,70,85,6.5,700,25,5,11
3298,120,75,90,7.0,800,30,5,11
3299,125,75,90,7.0,800,30,5,11
3300,130,75,90,7.0,800,30,5,11
3301,135,75,90,7.0,800,30,5,11
3302,140,75,90,7.0,800,30,5,11
3303,145,75,90,7.0,800,30,5,11
3304,150,75,90,7.0,800,30,5,11
3305,120,80,95,6.5,700,20,5,11
3306,125,80,95,6.5,700,20,5,11
3307,130,80,95,6.5,700,20,5,11
3308,135,80,95,6.5,700,20,5,11
3309,140,80,95,6.5,700,20,5,11
3310,145,80,95,6.5,700,20,5,11
3311,150,80,95,6.5,700,20,5,11
3312,80,40,120,6.0,700,20,4,3
3313,85,40,120,6.0,700,20,4,3
3314,90,40,120,6.0,700,20,4,3
3315,95,40,120,6.0,700,20,4,3
3316,100,40,120,6.0,700,20,4,3
3317,80,45,125,6.5,800,25,4,3
3318,85,45,125,6.5,800,25,4,3
3319,90,45,125,6.5,800,25,4,3
